Degerlendirme Puani,Basvuru Yili,Dogum Tarihi,Burslu ise Burs Yuzdesi,Stk Projesine Katildiniz Mi?,id,Dogum Yeri,Ikametgah Sehri,Universite Kacinci Sinif,Lise Adi,Lise Adi Diger,Lise Sehir,Lise Bolum Diger,Burs Aldigi Baska Kurum,Baska Kurumdan Aldigi Burs Miktari,Uye Oldugunuz Kulubun Ismi,Hangi STK'nin Uyesisiniz?,Girisimcilikle Ilgili Deneyiminizi Aciklayabilir misiniz?,Ingilizce Seviyeniz?,"Daha Önceden Mezun Olunduysa, Mezun Olunan Üniversite",Degerlendirme Puani (1),Degerlendirme Puani (error),Selected,Cinsiyet,Universite Adi,Universite Turu,Burs Aliyor mu?,Bölüm,Universite Not Ortalamasi,Daha Once Baska Bir Universiteden Mezun Olmus,Lise Turu,Lise Bolumu,Lise Mezuniyet Notu,Baska Bir Kurumdan Burs Aliyor mu?,Anne Egitim Durumu,Anne Calisma Durumu,Anne Sektor,Baba Egitim Durumu,Baba Calisma Durumu,Baba Sektor,Kardes Sayisi,Girisimcilik Kulupleri Tarzi Bir Kulube Uye misiniz?,Profesyonel Bir Spor Daliyla Mesgul musunuz?,Spor Dalindaki Rolunuz Nedir?,Aktif olarak bir STK üyesi misiniz?,Girisimcilikle Ilgili Deneyiminiz Var Mi?,Ingilizce Biliyor musunuz?,Basvuru Yasi
5.0,2021,2001.0,,,52828,Tekirdag,Kirikkale,,Kirikkale meslek lisesi,,Kirikkale,,,,,,,,,9.56883,4.56883,No,Erkek,20 - 25,Devlet,Hayir,Diğer,3.00 - 3.49,,Devlet,Sayisal,75 - 100,Hayir,Ilkokul,,,Ilkokul,,,2.0,Hayir,Hayir,,,,Hayir,20.0
42.0,2021,1999.0,,,52728,Diyarbakir,Istanbul,,Istanbul Koy Hizmetleri Anadolu Lisesi,,Istanbul,,,,,,,,,44.9914,2.99142,No,Kadin,25 - 30,Devlet,Hayir,30 - 35,1.80 - 2.49,,Diğer,Sayisal,75 - 100,Hayir,Ortaokul,,,Ortaokul,,Ozel Sektor,2.0,Evet,Evet,Diger,,,Evet,22.0
23.0,2022,2000.0,,,62749,Tokat,Ankara,,Iskitler mesleki ve teknik Anadolu lisesi,,Ankara,,Kredi yurtlar kurumu,,,Kucuk yardim kuruluslari,,,,27.6708,4.67079,No,Erkek,25 - 30,Devlet,Hayir,30 - 35,3.00 - 3.49,,Devlet,Esit Agirlik,75 - 100,Evet,Egitimi yok,Hayir,,Egitimi yok,Hayir,,2.0,Hayir,Hayir,,Evet,Hayir,Evet,22.0
23.0,2019,2000.0,,Hayir,38474,Izmir,Izmir,,Izmir Bornova Hatice Guzelcan Anadolu Lisesi,,Izmir,,,,,,,Orta,,34.3814,11.3814,No,Kadin,25 - 30,Devlet,Hayir,25 - 30,Hazırlığım,Hayir,Devlet,Sayisal,84-70,Hayir,Ilkokul,Hayir,,Lise,Evet,Ozel Sektor,1.0,Evet,Evet,Diger,Hayir,Evet,Evet,19.0
25.0,2021,2001.0,,,52616,Zonguldak,Zonguldak,,Zubeyde Hanim Mesleki ve Teknik Anadolu Lisesi,,Zonguldak,,,,,,,,,18.6224,6.37762,No,Kadin,25 - 30,Devlet,Hayir,Diğer,2.50 - 2.99,,Devlet,Sozel,75 - 100,Hayir,Egitimi yok,,,Ortaokul,,Ozel Sektor,2.0,Hayir,Hayir,,,,Evet,20.0
37.0,2015,1992.0,0.0,Hayir,17691,Agri,Manisa,,,Cemal kaya lisesi,Agri,,,,Akuhavk,,,,,38.8777,1.87769,No,Erkek,25 - 30,Devlet,Hayir,Diğer,2.50 ve altı,Hayir,Devlet,Sayisal,75 - 100,Hayir,Egitimi yok,Hayir,,Ilkokul,Hayir,,6.0,Evet,Evet,Diger,Hayir,Hayir,Hayir,23.0
40.0,2014,1995.0,50.0,Evet,6206,istanbul,Erzurum,,Necip Fazil Kisakurek,,istanbul,,,,isaret dili,,,,,31.9899,8.01005,No,Kadin,25 - 30,Ozel,Evet,25 - 30,,Hayir,Devlet,Sayisal,75 - 100,Hayir,Lise,Hayir,,Lise,Evet,Ozel Sektor,2.0,Evet,Hayir,,Hayir,Hayir,,19.0
12.0,2021,2002.0,,,48605,Bursa,Bursa,,Modorn Bursa Anadolu Lisesi,,Bursa,,Kyk,ve uzeri,,,,,,18.2436,6.24362,No,Erkek,30 - 35,Devlet,Hayir,25 - 30,3.00 - 3.49,,Ozel,Esit Agirlik,75 - 100,Evet,Ilkokul,,Ozel Sektor,Universite,,Ozel Sektor,2.0,Hayir,Hayir,,,,Evet,19.0
43.0,2020,1999.0,,,44540,Samsun,Ankara,,Ahmet Vefik Pasa Anadolu Lisesi,,Bursa,,,,,,,,,33.6534,9.34661,No,Erkek,35 - 40,Devlet,Hayir,30 - 35,2.50 - 2.99,,Diğer,Esit Agirlik,75 - 100,Hayir,Ilkokul,Hayir,,Universite,Hayir,,3.0,Evet,Evet,,Hayir,Hayir,Evet,21.0
22.0,2014,1991.0,0.0,Hayir,13881,ulukisla,Adana,,seyahan cukurova anadolu lisesi,,adana,,,,,,,,,24.0372,2.03718,No,Kadin,20 - 25,Devlet,Hayir,25 - 30,2.50 ve altı,Hayir,Devlet,Esit Agirlik,75 - 100,Hayir,Ilkokul,Hayir,,Ortaokul,Emekli,,,Hayir,Hayir,,Hayir,Hayir,,23.0
22.0,2017,1999.0,,Evet,30408,Konya,Antalya,,Haziret ADIGUZEL,,Antalya,,,,,,,Orta,,15.3861,6.61394,No,Erkek,25 - 30,Devlet,Hayir,Diğer,3.00 - 4.00,,Devlet,Sayisal,84-70,Hayir,Ilkokul,Evet,Diger,Lise,Evet,Ozel Sektor,1.0,Hayir,Hayir,,Hayir,Hayir,Evet,Gelecekten
68.0,2016,1995.0,,Evet,25877,Igdir,Gaziantep,,Haydar Aliyev Fen Lisesi,,Igdir,,,,Zirve Girisimcilik Kulubu,,,Orta,,61.6961,6.30391,No,Kadin,Diğer,Ozel,Hayir,30 - 35,3.00 - 3.49,Hayir,Devlet,Sayisal,,Hayir,Universite,Evet,Kamu,Universite,Evet,Kamu,2.0,Evet,Hayir,,Hayir,Evet,Evet,21.0
20.0,2022,2002.0,,,63282,Karaman,Antalya,,abdullah tayyar anadolu lisesi,,Karaman,,,,,,suan okulun dron tasariminda calisiyoruz,,,36.4523,16.4523,No,Erkek,40 - 45,Devlet,Hayir,35 - 40,2.50 - 2.99,,Devlet,Sayisal,75 - 100,Hayir,Ortaokul,Hayir,,Ortaokul,Evet,Diger,3.0,Evet,Hayir,,Hayir,Evet,Evet,20.0
12.0,2015,1998.0,0.0,Hayir,21783,Mus,Istanbul,,,Selimpasa Ataturk Anadolu Lisesi,Istanbul,,,,,,,Baslangic,,14.664,2.66401,No,Erkek,20 - 25,Devlet,Hayir,35 - 40,2.50 ve altı,Hayir,Devlet,Sayisal,75 - 100,Hayir,Egitimi yok,Hayir,,Ilkokul,Hayir,,3.0,Hayir,Hayir,,Hayir,Hayir,Evet,Gelecekten
38.0,2014,1994.0,0.0,Evet,11035,Gaziosmanpasa / Istanbul,Istanbul,Hazirlik,Cagaloglu Anadolu Lisesi,,Istanbul,,Kredi ve Yurtlar Kurumu,Aylik 300 TL,"Bogazici Universitesi Muzik Kulubu, Bogazici Universitesi Isletme ve Ekonomi Kulubu",Dernegin tum calismalarinda aktif gorev aliyorum,Bir arkadasimla birlikte Slamball sporunu Turkiyeye getirme amaciyla girisimlerde bulundum. THY ve Beko gibi sirketlerden sponsorluk icin gorusme talep ettik. Sonuc alamayinca bu girisimden vazgectik. Su anda 1 aydir uzerinde calistigimiz yeni bir e-ticaret fikrimiz var,,,38.0826,0.0826277,No,Erkek,40 - 45,Devlet,Hayir,35 - 40,,Hayir,Devlet,Sayisal,75 - 100,Evet,Ilkokul,Evet,Ozel Sektor,Ilkokul,Evet,Ozel Sektor,1.0,Evet,Hayir,,Evet,Evet,,20.0
29.0,2022,1998.0,,,61785,Osmaniye,Istanbul,,,,Osmaniye,,,,,ITU Gonulluluk Kulubu 2017-2018 yillari arasi aktif uye,,,,26.8423,2.15772,No,Kadin,50 - 55,Devlet,Hayir,25 - 30,2.50 - 2.99,,Ozel,Sayisal,75 - 100,Hayir,Lise,Hayir,,Lise,Evet,Kamu,1.0,Hayir,Hayir,,Evet,Hayir,Evet,24.0
27.0,2017,1998.0,,Evet,27913,Hatay,Hatay,,Seckinler Temel Lisesi,,Hatay,,KYk,,,,,Baslangic,,21.8495,5.15052,No,Kadin,20 - 25,Devlet,Hayir,25 - 30,2.50 ve altı,,Ozel,Esit Agirlik,50 - 74,Evet,Ilkokul,Hayir,,Ilkokul,Evet,Ozel Sektor,2.0,Hayir,Hayir,,Evet,Hayir,Evet,19.0
11.0,2017,1996.0,,Hayir,27562,Mardin,Antalya,,CIZRE FEN LISESI,,Sirnak,,,,,,,Orta,,13.0725,2.07247,No,Kadin,25 - 30,Devlet,Hayir,30 - 35,2.50 - 2.99,,Devlet,Sayisal,84-70,Hayir,Ilkokul,Hayir,,Lise,Hayir,,4.0,Hayir,Hayir,,Hayir,Hayir,Evet,21.0
19.0,2015,1996.0,0.0,Hayir,20610,Balikesir,Istanbul,,,Savastepe anadolu ogretmen lisesi,Balikesir,,,,,,,Ileri,,18.4332,0.566805,No,Erkek,30 - 35,Devlet,Evet,35 - 40,2.50 - 2.99,Hayir,Devlet,Dil,75 - 100,Hayir,Ilkokul,Hayir,,Lise,Evet,Diger,2.0,Hayir,Hayir,,Hayir,Hayir,Evet,19.0
23.0,2022,2002.0,,,62755,Karaman,Afyonkarahisar,,Acik ogretim lisesi,,Konya,,,,,,,,,24.0654,1.06539,No,Erkek,35 - 40,Devlet,Hayir,20 - 25,3.00 - 3.49,,Devlet,Sayisal,75 - 100,Hayir,Ilkokul,Hayir,,Ilkokul,Evet,Diger,4.0,Hayir,Evet,Takim Oyuncusu,Hayir,Hayir,Evet,20.0
12.0,2019,2000.0,,Hayir,37738,Ankara,Ankara,,Aydinlikevler Anadolu Lisesi,,Ankara,,Devlet bursu,,,,,,,17.1384,5.1384,No,Erkek,20 - 25,Devlet,Hayir,25 - 30,3.00 - 3.49,Hayir,Devlet,Sayisal,75 - 100,Evet,Ilkokul,Hayir,,Ilkokul,Evet,Ozel Sektor,1.0,Hayir,Hayir,,Hayir,Hayir,Hayir,19.0
2.0,2017,1998.0,,Hayir,34676,Bayburt,Bayburt,Hazirlik,Bayburt Mesleki ve Teknik Anadolu Lisesi,,Bayburt,,,,,,,Orta,,8.17219,6.17219,No,Erkek,25 - 30,Devlet,Hayir,Diğer,Hazırlığım,,Devlet,Sayisal,75 - 100,Hayir,Ilkokul,Evet,Diger,Ilkokul,Evet,Diger,1.0,Hayir,Hayir,,Hayir,Hayir,Evet,19.0
58.0,2016,1994.0,,Evet,22751,Izmir,Mugla,,yil Anadolu meslek lisesi,,Izmir,,,,Etkilesim tiyatro kulubu,,,Orta,,58.9334,0.933434,No,Erkek,35 - 40,Devlet,Hayir,35 - 40,2.50 ve altı,Hayir,Devlet,Sayisal,,Hayir,Egitimi yok,Hayir,,Ilkokul,Evet,Ozel Sektor,2.0,Evet,Hayir,,Hayir,Hayir,Evet,22.0
18.0,2020,1998.0,,,45808,Diyarbakir,Van,,Bekir aral lisesi,,Diyarbakir,,,,,,,,,16.4063,1.59369,No,Erkek,20 - 25,Devlet,Hayir,Diğer,3.00 - 3.49,,Diğer,Esit Agirlik,50 - 74,Hayir,Ilkokul,Hayir,,Lise,Hayir,,0.0,Hayir,Evet,Diger,Hayir,Hayir,Hayir,22.0
8.0,2019,1996.0,,Hayir,36453,Samsun,Samsun,,Samsun ticaret meslek lisesi,,Samsun,,Kyk,,,,,Baslangic,,16.5599,8.55985,No,Erkek,15 - 20,Devlet,Hayir,,2.50 - 2.99,Hayir,Devlet,Diger,50 - 74,Evet,Ilkokul,Hayir,,Ilkokul,Emekli,,1.0,Hayir,Hayir,,Hayir,Hayir,Evet,23.0
8.0,2017,1997.0,100.0,Hayir,2107,Istanbul,Istanbul,,Dede Korkut Anadolu lisesi,,Istanbul,,,,,,,Orta,,9.03002,1.03002,No,Erkek,25 - 30,Ozel,Evet,35 - 40,2.50 ve altı,,,Sayisal,84-70,Hayir,Ilkokul,Hayir,,Ilkokul,Emekli,,3.0,Hayir,Hayir,,Hayir,Hayir,Evet,20.0
7.0,2021,2000.0,,,49362,Sinop,Sinop,,Sinop Anadol,,Sinop,,KY,ve uzeri,,,,,,13.2911,6.29114,No,Kadin,20 - 25,Devlet,Hayir,Diğer,3.00 - 3.49,,Diğer,Sayisal,75 - 100,Evet,Ilkokul,,,Ilkokul,,Ozel Sektor,2.0,Hayir,Hayir,,,,Evet,21.0
28.0,2020,1999.0,,,46264,Batman,Diyarbakir,,Simya Temel Lisesi,,Batman,,Kyk,ve uzeri,,,Buyukluk hayalim,,,31.2629,3.26287,No,Erkek,30 - 35,Devlet,Hayir,25 - 30,1.80 - 2.49,,Diğer,Sayisal,75 - 100,Evet,Egitimi yok,Hayir,,Egitimi yok,Hayir,,0.0,Hayir,Evet,,Hayir,Evet,Hayir,21.0
11.0,2019,1999.0,,Hayir,37857,Konya,Konya,,Kilicaslan mesleki ve teknik anadolu lisesi,,Ankara,,,,,,,Baslangic,,13.193,2.19296,No,Kadin,25 - 30,Ozel,Hayir,Diğer,3.00 - 3.49,Hayir,Devlet,Sayisal,84-70,Hayir,Ilkokul,Hayir,,Ortaokul,Emekli,,4.0,Hayir,Hayir,,Hayir,Hayir,Evet,20.0
40.0,2015,1995.0,0.0,Evet,17362,Istanbul,Tekirdag,,Tekirdag Anadolu Ogretmen Lisesi,,Tekirdag,,,,,,Inovasyon yarismasina katildim. Simdi de projeler yapip yarismalara katilmak istiyorum,,,29.1933,10.8067,No,Kadin,30 - 35,Devlet,Hayir,40 - 45,3.00 - 3.49,Hayir,Devlet,Sayisal,75 - 100,Hayir,Universite,Hayir,,Universite,Hayir,,1.0,Hayir,Hayir,,Hayir,Evet,Evet,20.0
28.0,2017,1997.0,,Evet,33646,Ankara,Ankara,,Sokullu mehmet pasa anadolu lisesi,,Ankara,,,,,,,,,23.4545,4.54549,No,Erkek,20 - 25,Devlet,Hayir,20 - 25,2.50 - 2.99,,Devlet,Esit Agirlik,84-70,Hayir,Ilkokul,Hayir,,Ortaokul,Emekli,,2.0,Hayir,Hayir,,Hayir,Evet,Hayir,20.0
68.0,2016,1996.0,,Evet,24011,Adiyaman,Elazig,,adiyaman teknik ve endustri meslek lisesi,,Adiyaman,,,,firat tog febitek fotografcilik dagcilik kulubu,kizilay ihh,,Baslangic,,65.4531,2.54687,No,Erkek,35 - 40,Devlet,Hayir,Diğer,2.50 - 2.99,Hayir,Devlet,Sayisal,,Hayir,Egitimi yok,Hayir,,Ilkokul,Evet,Ozel Sektor,5.0,Evet,Hayir,,Evet,Evet,Evet,20.0
34.0,2017,1997.0,,Hayir,28069,Aydin,Aydin,,Acik Ogretim Lisesi,,Aydin,,Kredi ve Yurtlar Kurumu,,Halk Oyunlari,,,Orta,,40.2406,6.24062,No,Kadin,25 - 30,Devlet,Hayir,Diğer,3.00 - 3.49,,Devlet,Sayisal,75 - 100,Evet,Lise,Hayir,,Ilkokul,Evet,Ozel Sektor,1.0,Evet,Hayir,,Hayir,Evet,Evet,20.0
7.0,2017,1998.0,,Hayir,34355,Konya,Konya,,Meram ataturk mesleki ve teknik anadolu lisesi,,Konya,,,,,,,Baslangic,,8.17268,1.17268,No,Kadin,20 - 25,Devlet,Hayir,Diğer,2.50 ve altı,,Devlet,Sozel,84-70,Hayir,Ilkokul,Evet,Ozel Sektor,Ilkokul,Hayir,,3.0,Hayir,Hayir,,Hayir,Hayir,Evet,19.0
17.0,2017,1996.0,,Hayir,34038,Yozgat,Ankara,,Acik Ogretim Lisesi,,Ankara,,,,Board of European Students of Technology(BEST,,,Orta,,21.9645,4.96446,No,Kadin,25 - 30,Devlet,Hayir,Diğer,2.50 ve altı,,Devlet,Sayisal,84-70,Hayir,Lise,Emekli,,Yuksek Lisans,Emekli,,2.0,Evet,Hayir,,Hayir,Hayir,Evet,21.0
38.0,2014,1993.0,100.0,Evet,505,balikesir,,,gazi anadolu lisesi,,ankara,,kendi universitemdenTOBB ETU yasam katki payi adi altinda,tl,"Okulumuzdaki kluplerden ; yonetisim ve liderlik , avrasya stratejik arastirmalar toplulugu","YGA Proje atolyelerinde 2 yildir gonullu egitmenlik yapiyorum. Bu atolyeler ne derseniz; ilk ve orta ogrenim kisimlarinda duzenledigimiz anketler dogrultusunda belirledigimiz cocuklarla 12 haftalik bir karsilikli ogrenme-ogretme sureci geciriyoruz. Insani degerleri vurgularken; bir yandan da kendi liderlik, hitabet, iletisim vasiflarimizi gelistirme imkani buluyoruz",,,,47.233,9.23295,No,Erkek,30 - 35,Ozel,Evet,40 - 45,,Hayir,Devlet,Sayisal,75 - 100,Evet,Ilkokul,Hayir,,Universite,Evet,Kamu,2.0,Evet,Hayir,,Evet,Hayir,,21.0
29.0,2022,2001.0,,,61772,Izmir,Izmir,,emlakbank suleyman demirel anadolu lisesi,,Izmir,,,,,Bir cok kez gonullu olarak huzurevlerinde bulundum. Sarkilar soyleyerek insanlari mutlu etmeye calistim. Lisedeyken ise okulumuza gelip giden Kizilay kurumuna yardim etmeye calistim,,,,39.2073,10.2073,No,Kadin,25 - 30,Devlet,Hayir,Diğer,3.00 - 3.49,,Devlet,Sayisal,75 - 100,Hayir,Ilkokul,Hayir,,Lise,Hayir,,1.0,Hayir,Evet,Bireysel Spor,Evet,Hayir,Evet,21.0
24.0,2014,1991.0,0.0,,14721,Kartal/Istanbul,Istanbul,,Goztepe Ihsan Kursunoglu Anadolu Lisesi,,Istanbul,,,,,,,,,41.1158,17.1158,No,Kadin,30 - 35,Devlet,Hayir,30 - 35,2.50 - 2.99,Hayir,Devlet,Sayisal,75 - 100,Hayir,Lise,Hayir,,,,,,,,,,,,23.0
10.0,2020,2000.0,,,43023,Mersin,Izmir,,Huseyin okan Merzeci Anadolu lisesi,,Mersin,,,,,,,,,17.6184,7.61837,No,Kadin,20 - 25,Devlet,Hayir,20 - 25,2.50 - 2.99,,Diğer,Sayisal,50 - 74,Hayir,Ortaokul,Hayir,,Lise,Evet,Ozel Sektor,1.0,Hayir,Evet,,Hayir,Hayir,Hayir,20.0
3.0,2019,1999.0,,Hayir,39360,Gaziantep,Bursa,,Demirtaspasa mesleki ve teknik anadolu lisesi,,Bursa,,Devlet,,,,,Baslangic,,5.86197,2.86197,No,Kadin,20 - 25,Devlet,Hayir,20 - 25,Hazırlığım,Hayir,Devlet,Sayisal,84-70,Evet,Ilkokul,Hayir,,Ilkokul,Evet,Ozel Sektor,2.0,Hayir,Hayir,,Hayir,Hayir,Evet,20.0
50.0,2021,2002.0,,,52311,Kayseri,Hatay,,Hatay doga koleji,,Hatay,,Kredi ve yurtlar kurumu,,,,,,,44.4712,5.52883,No,Erkek,25 - 30,Devlet,Hayir,35 - 40,3.00 - 3.49,,Ozel,Sayisal,75 - 100,Evet,Universite,,Kamu,Universite,,Kamu,3.0,Evet,Evet,Lider/Kaptan,,,Hayir,19.0
48.0,2020,1970.0,,,42985,Sirnak,Istanbul,,Idil final temel lisesi(burslu,,Sirnak,,Kredi yurtlar kurumu,,,Ahba,,,,42.7075,5.29246,No,Erkek,20 - 25,Devlet,Hayir,40 - 45,3.00 - 3.49,,Ozel,Sayisal,75 - 100,Evet,Ilkokul,Hayir,,Egitimi yok,Hayir,,4.0,Evet,Evet,,Evet,Hayir,Evet,Gelecekten
8.0,2020,1998.0,,,42411,Izmir,Ankara,,Manisa akhisar fevzi keskinoglu anadolu lisesi,,Manisa,,,,,,,,,14.1862,6.18619,No,,25 - 30,Devlet,Hayir,Diğer,3.00 - 3.49,,Diğer,Sayisal,50 - 74,Hayir,Ilkokul,Evet,Ozel Sektor,Ilkokul,Evet,Ozel Sektor,1.0,,Evet,Diger,Hayir,Hayir,Hayir,22.0
60.0,2016,1995.0,,Evet,25521,Kocaeli,Canakkale,,Darica Goksen Yucel Anadolu Lisesi,,Kocaeli,,,,Ekonometri Toplulugu,,,Baslangic,,61.0047,1.0047,No,Kadin,35 - 40,Devlet,Hayir,30 - 35,2.50 ve altı,Hayir,Devlet,Esit Agirlik,,Hayir,Lise,Evet,Kamu,Lise,Evet,Diger,1.0,Evet,Hayir,,Hayir,Hayir,Evet,21.0
34.0,2014,1994.0,0.0,Evet,13153,Sanliurfa/Hilvan,Sanliurfa,,Hilvan Lisesi,,Sanliurfa/Hilvan,,Kredi yurtlar kurumu,tl,kilis genclik merkezi,,Universite okudugum sehir olan kiliste bircok deneyim oldu cafe acma restaurant acma ama maddi nedenlerden dolayi girisimimi tam olarak gerceklestiremedim,,,30.1716,3.82837,No,Erkek,20 - 25,Devlet,Evet,30 - 35,2.50 - 2.99,Hayir,Devlet,Sayisal,75 - 100,Evet,Egitimi yok,Hayir,,Lise,Evet,Diger,5.0,Evet,Hayir,,Hayir,Evet,,20.0
54.0,2022,2001.0,,,57941,Bursa,Istanbul,,Bursa Anadolu Lisesi,,Bursa,,Galatasaray Egitim Vakfi,,,Menenjit hastaligina farkindalik yaratmak amaciyla arkadaslarim ile birlikte bir STK girisimimiz oldu,Arkadasimin kurdugu markanin kurulum surecinde aktif olarak rol oynadim,,,58.2494,4.24942,No,Kadin,55 - 60,Devlet,Hayir,35 - 40,3.00 - 3.49,,Devlet,Esit Agirlik,75 - 100,Evet,Lise,Evet,Ozel Sektor,Universite,Hayir,,1.0,Evet,Evet,Bireysel Spor,Evet,Evet,Evet,21.0
37.0,2021,1999.0,,,55894,Erzurum,Istanbul,,Nevzat Karabag Anadolu Ogretmen Lisesi,,Erzurum,,KYK Faydasicok Vakfi Bereket Vakfi,ve uzeri,,,,,,24.6441,12.3559,No,Kadin,30 - 35,Devlet,Hayir,30 - 35,3.00 - 3.49,,Diğer,Sayisal,75 - 100,Evet,Ortaokul,,,Ortaokul,,,2.0,Hayir,Hayir,,,,Evet,22.0
46.0,2017,1995.0,,Evet,30409,Hakkâri,Gaziantep,,imam hatip lisesi,,Hakkâri,,KREDI YURTLAR KURUMU,,cevre kulubu,,,Baslangic,,47.3389,1.33893,No,Erkek,25 - 30,Devlet,Hayir,25 - 30,2.50 ve altı,,Devlet,Sozel,84-70,Evet,Egitimi yok,Hayir,,Ortaokul,Emekli,,1.0,Evet,Hayir,,Evet,Evet,Evet,22.0
49.0,2022,1998.0,,,58567,Diyarbakir,Van,,Sikvan I.M.K.B Anadolu lisesi,,Diyarbakir,,Kyk devlet bursu,,,Van yuzuncu yil universitesi toplum Gonulluleri toplulupunda aktif gonulluyum. Burada koordinatorluk de yaptim,,,,49.9533,0.953328,No,Kadin,25 - 30,Devlet,Hayir,35 - 40,3.50 - 4.00,,Devlet,Dil,75 - 100,Evet,Ilkokul,Hayir,,Egitimi yok,Hayir,,3.0,Evet,Evet,Takim Oyuncusu,Evet,Hayir,Evet,24.0
40.0,2020,2000.0,100.0,,3713,Kocaeli,Istanbul,,Kocaeli Nazmi Arikan Fen Bilimleri Temel Lisesi,,Kocaeli,,,,,,,,,37.0868,2.91318,No,Kadin,30 - 35,Ozel,Evet,35 - 40,3.00 - 3.49,,Ozel,Esit Agirlik,75 - 100,Hayir,Universite,Hayir,,Universite,Evet,Kamu,2.0,Evet,Evet,,Hayir,Hayir,Evet,20.0
10.0,2022,2002.0,,,64462,Hatay,Ankara,,Ozel Batikent Cakirlar Sinav Anadolu Lisesi,,Ankara,,,,,,,,,15.0755,5.07554,No,Kadin,30 - 35,Devlet,Hayir,40 - 45,2.50 - 2.99,,Ozel,Sayisal,75 - 100,Hayir,Ortaokul,Hayir,,Universite,Evet,Kamu,1.0,Hayir,Hayir,,Hayir,Hayir,Evet,20.0
14.0,2015,1991.0,0.0,Hayir,21284,Bolu,Duzce,,Izzet Baysal Anadolu Lisesi,,Bolu,,,,,,"Grafik tasarimciyim,oyun ve programlar uretmeye calisiyorum",Orta,,18.1743,4.17432,No,Erkek,20 - 25,Devlet,Hayir,Diğer,2.50 - 2.99,Hayir,Devlet,Esit Agirlik,75 - 100,Hayir,Lise,Emekli,,Egitimi yok,Hayir,,1.0,Hayir,Hayir,,Hayir,Evet,Evet,24.0
37.0,2021,2000.0,100.0,,4758,Istanbul,Istanbul,,Final Temel Lisesi,,Istanbul,,KYK,ve uzeri,,,,,,33.2042,3.79584,No,Erkek,25 - 30,Ozel,Evet,30 - 35,3.00 - 3.49,,Ozel,Sayisal,75 - 100,Evet,Lise,,,Lise,,Ozel Sektor,1.0,Evet,Hayir,,,,Evet,21.0
18.0,2015,1995.0,0.0,Hayir,20703,Mardin,Bingol,,Ataturk Lisesi,yok,Mardin,yok,,,,,yeni actigimiz bir web sitesi ogrencilere yonelik,,,20.0569,2.05695,No,Erkek,20 - 25,Devlet,Evet,Diğer,3.00 - 3.49,Hayir,Devlet,Esit Agirlik,75 - 100,Hayir,Egitimi yok,Hayir,,Lise,Evet,Ozel Sektor,5.0,Hayir,Hayir,,Hayir,Evet,Hayir,20.0
41.0,2020,1998.0,,,44550,Erzurum,Van,,Darica Goksen Mustafa Yucel Anadolu lisesi,,Kocaeli,,,,,,,,,35.5374,5.46258,No,Erkek,20 - 25,Devlet,Hayir,30 - 35,1.80 - 2.49,,Diğer,Esit Agirlik,50 - 74,Hayir,Ilkokul,Hayir,,Ilkokul,Hayir,,3.0,Evet,Evet,Lider/Kaptan,Hayir,Hayir,Evet,22.0
24.0,2014,1993.0,0.0,Hayir,15523,Istanbul,Tunceli,,balakgazi,,elazig,,,,isletme ve inovasyon kulubu,,,,,27.14,3.14,No,Erkek,20 - 25,Devlet,Hayir,35 - 40,2.50 ve altı,Hayir,Devlet,Esit Agirlik,75 - 100,Hayir,Ortaokul,Hayir,,Ilkokul,Hayir,,,Evet,Hayir,,Hayir,Hayir,,21.0
16.0,2017,1992.0,,Hayir,28763,Hatay,Hatay,,Antakya lisesi,,Hatay,,,,,,,,,20.1842,4.18416,No,Erkek,20 - 25,Devlet,Hayir,15 - 20,2.50 ve altı,,Devlet,Sozel,50 - 74,Hayir,Egitimi yok,Hayir,,Ilkokul,Evet,Diger,5.0,Hayir,Hayir,,Hayir,Evet,Hayir,25.0
30.0,2017,1996.0,,Hayir,28231,Istanbul,Izmir,,Nuri Cingillioglu Lisesi,,Istanbul,,kyk kredisi,,,,,Baslangic,,32.9967,2.99674,No,Erkek,25 - 30,Devlet,Hayir,15 - 20,3.00 - 3.49,,Devlet,Sayisal,75 - 100,Evet,Ilkokul,Hayir,,Ilkokul,Evet,Ozel Sektor,2.0,Hayir,Hayir,,Evet,Evet,Evet,21.0
5.0,2021,2002.0,,,55242,Van,Istanbul,,Istanbul bahcelievler necip fazil kisakurek mesleki ve teknik anadolu lisesi,,Istanbul,,,,,,,,,16.731,11.731,No,Erkek,25 - 30,Ozel,Hayir,Diğer,3.00 - 3.49,,Devlet,Sayisal,75 - 100,Hayir,Egitimi yok,,,Egitimi yok,,,5.0,Hayir,Hayir,,,,Evet,19.0
68.0,2016,1991.0,,Evet,25340,Konya,Yozgat,,Cemil Kelesoglu Lisesi,,Konya,,,,"Bilim ve Proje Uretim Kulubu, Genc Kizilay Kulubu",Turk Kizilayi,,,,65.1104,2.88962,No,Erkek,Diğer,Devlet,Hayir,Diğer,2.50 - 2.99,Hayir,Devlet,Sayisal,,Hayir,Ilkokul,Hayir,,Lise,Emekli,,5.0,Evet,Hayir,,Evet,Evet,Hayir,25.0
